#,head_p,head_y,head_r,gaze_x,gaze_y,diameter_l,diameter_r,open_l,open_r,gvd,act,qoe,quality,cyb,fat,imm
0,0.49786332,0.51544958,0.50224239,0.50836928,0.50028057,7.23533252,7.29348111,1,1,1276.12447495,1,4,original,low,low,high
1,0.45892462,0.44477591,0.50728668,0,0,0,0,0,0,0,1
2,0.42312908,0.35249651,0.4818681,0,0,0,0,0,0,0,1
3,0.3973516,0.26662695,0.43724426,0,0,0,0,0,0,0,1
4,0.38798686,0.21135562,0.44149742,0,0,0,0,0,0,0,1
5,0.38802525,0.21103009,0.44167929,0,0,0,0,0,0,0,1
6,0.45429822,0.2544278,0.46045518,0,0,0,0,0,0,0,1
7,0.43863052,0.2584105,0.46855316,0,0,0,0,0,0,0,1
8,0.45154621,0.25667197,0.458413,0,0,0,0,0,0,0,1
9,0.44853045,0.26889489,0.45712891,0,0,0,0,0,0,0,1
10,0.45971781,0.28660608,0.46307792,0,0,0,0,0,0,0,1
11,0.47683493,0.2836892,0.45590081,0,0,0,0,0,0,0,1
12,0.48268232,0.30785138,0.46568186,0,0,0,0,0,0,0,1
13,0.48037742,0.29885219,0.45515019,0,0,0,0,0,0,0,1
14,0.47987711,0.31549783,0.47443294,0,0,0,0,0,0,0,1
15,0.48845594,0.31114031,0.46716884,0,0,0,0,0,0,0,1
16,0.48839512,0.30969001,0.46695927,0,0,0,0,0,0,0,1
17,0.56379965,0.34073941,0.48605524,0,0,0,0,0,0,0,1
18,0.55909886,0.33267626,0.49057057,0,0,0,0,0,0,0,1
19,0.56035404,0.35638112,0.47789317,0,0,0,0,0,0,0,1
20,0.53409219,0.35119926,0.48381923,0,0,0,0,0,0,0,1
21,0.55531929,0.35930614,0.47723294,0,0,0,0,0,0,0,1
22,0.54632851,0.37082342,0.48301228,0,0,0,0,0,0,0,1
23,0.53881653,0.3780657,0.48845303,0,0,0,0,0,0,0,1
24,0.53889055,0.37662754,0.48834792,0,0,0,0,0,0,0,1
25,0.60207443,0.36443966,0.49418182,0,0,0,0,0,0,0,1
26,0.57563532,0.38817331,0.49375942,0,0,0,0,0,0,0,1
27,0.57949317,0.40197033,0.51336806,0,0,0,0,0,0,0,1
28,0.5734153,0.40185364,0.49828021,0,0,0,0,0,0,0,1
29,0.54354307,0.4197118,0.50646468,0,0,0,0,0,0,0,1
30,0.55981989,0.41992117,0.49168828,0,0,0,0,0,0,0,1
31,0.55966058,0.42042511,0.49183928,0,0,0,0,0,0,0,1
32,0.57765653,0.37904357,0.50871281,0,0,0,0,0,0,0,1
33,0.57445405,0.39731809,0.49714421,0,0,0,0,0,0,0,1
34,0.54597079,0.40674871,0.50964391,0,0,0,0,0,0,0,1
35,0.55238854,0.39410781,0.51130535,0,0,0,0,0,0,0,1
36,0.53915522,0.40853014,0.50707374,0,0,0,0,0,0,0,1
37,0.51218202,0.42602945,0.51243116,0,0,0,0,0,0,0,1
38,0.51208619,0.42478275,0.51260338,0,0,0,0,0,0,0,1
39,0.52229677,0.36475047,0.50907202,0,0,0,0,0,0,0,1
40,0.5196157,0.3717023,0.51082786,0,0,0,0,0,0,0,1
41,0.52180293,0.38633517,0.5066085,0,0,0,0,0,0,0,1
42,0.51239879,0.39048965,0.49871505,0,0,0,0,0,0,0,1
43,0.5123881,0.3889764,0.49858496,0.53026604,0.46570414,6.94162069,6.9757888,1,1,1584.24787616,1
